chr1	14830	14969	2	2	1	91	0	63
chr1	14844	14969	2	2	0	2	0	45
chr1	15039	15795	2	2	1	14	0	69
chr1	15948	16606	2	2	0	3	0	31
chr1	16028	16606	2	2	0	1	0	45
chr1	16766	16857	2	2	1	30	0	67
chr1	17056	17232	2	2	1	136	0	70
chr1	17056	17605	2	2	0	10	0	73
chr1	17056	17914	2	2	0	4	0	53
chr1	17369	17605	2	2	1	175	0	72
chr1	17743	17914	2	2	1	248	0	74
chr1	18062	18267	2	2	1	99	0	72
chr1	18367	18912	2	2	1	1	0	45
chr1	18367	24737	2	2	0	12	0	63
chr1	18380	24737	2	2	0	8	0	54
chr1	24418	24737	2	2	0	2	0	39
chr1	24440	24737	2	2	0	2	0	71
chr1	24892	29320	2	2	1	27	0	28
chr1	172689	173752	2	2	0	2	0	47
chr1	173863	181036	2	2	0	1	0	36
chr1	173863	181047	2	2	0	3	0	58
chr1	185351	185490	2	2	1	156	0	69
chr1	185560	186316	2	2	1	205	0	70
chr1	186465	187128	2	2	0	1	0	24
chr1	186470	187128	2	2	1	223	0	74
chr1	186550	187128	2	2	0	4	0	48
chr1	186833	187128	2	2	0	6	0	42
chr1	187234	187375	2	2	0	4	0	20
chr1	187234	187379	2	2	0	2	0	38
chr1	187288	187375	2	2	1	15	0	52
chr1	187288	187379	2	2	1	79	0	74
chr1	187578	187754	2	2	1	86	0	75
chr1	187578	188129	2	2	0	14	0	68
chr1	187891	188129	2	2	1	17	0	73
chr1	188267	188438	2	2	1	7	0	73
chr1	188585	188790	2	2	1	5	0	34
chr1	188585	195262	2	2	0	2	0	55
chr1	188890	195262	2	2	0	2	0	29
chr1	188893	195262	2	2	1	4	0	75
chr1	195417	199836	2	2	1	4	0	10
chr1	630519	633636	2	2	0	1	0	22
chr1	633304	633365	2	2	0	2	0	63
chr1	634695	634776	2	2	0	2	0	60
chr1	729956	735422	2	2	0	1	0	58
chr1	736620	736712	2	2	0	1	0	58
chr1	736771	738833	2	2	0	1	0	20
chr1	740187	740413	2	2	0	1	0	36
chr1	749382	753662	2	2	0	2	0	33
chr1	753853	756076	2	2	0	2	0	65
chr1	756142	758966	2	2	0	3	0	49
chr1	805892	808573	2	2	0	2	0	23
chr1	808624	810066	2	2	0	2	0	50
chr1	818199	827483	2	2	0	3	0	20
chr1	826924	829002	1	1	0	2	0	73
chr1	827776	829002	1	1	1	13	0	73
chr1	827776	847653	1	1	0	4	0	71
